ID,DESCRICAO,PRECOVENDA,CODBARRAS
2955,ARO 26 GENOVA 1.9 ALUM,"35,00",NULL
2956,ARO 29 HAWK PRETO,"80,00",NULL
2957,ARO AERO 26 1X1/2 VISION PRETO BRILHANTE,"85,00",7890000164023
2958,ARO GENOVA 24X1.75 ALUM,"60,00",NULL
2959,ARO 26 1.2 SNAKEVISION TRAS,"130,00",NULL
2960,ARO 26 1.2 SNAKEVISION DIANT,"120,00",NULL
2961,RODA COMPLETA 26 1.2 SUECO ALUM DIAN,"65,00",NULL
2962,RODA COMPLETA 36F GENOVA ALUM DIANT,"65,00",NULL
2963,RODA COMPLETA 24 GENOVA ALUM,"65,00",NULL
2964,RODA COMPLETA 20 GENOVA ALUM,"60,00",NULL
2965,RODA COMPLETA 20 GENOVA ALUM TRAS,"60,00",NULL
2966,KIT C100 BIZ(98-05) TITATINUM - RIFEL,"160,00",7899128813059
2967,KIT  BIZ 125 34/14/428HOR C/ RETENTOR - KIT MAX,"180,00",NULL
2968,KIT TITAN 125 00-04 FAN 125 05-08 - EVOL,"115,00",NULL
2969,KIT XTZ 125 48Z X 142Z - EVOL,"145,00",NULL
2970,,"250,00",NULL
2971,KIT  CG 125 CARGO FAN 09 - EVOL,"115,00",NULL
2972,KIT POP 110 16-18 COM CORRENTE - EVOL,"115,00",NULL
2973,,"185,00",NULL
2974,KIT  XTZ 125 48Z X 14Z - RIFFEL,"145,00",NULL
2975,KIT  CBX 200 XR 200 - RIFFEL,"195,00",NULL
2976,KIT  CROSSER 150 14-18 - EVOL,"150,00",NULL
2977,KIT FACTOR 150 - EVOL,"185,00",358029
2977,KIT FACTOR 150 - EVOL,"185,00",3580298070000
2978,RAIO FAZER 150 - EVOL,"140,00",NULL
2979,KIT XLR 125 - EVOL,"140,00",NULL
2980,KIT FAN09/12 COM RETENTOR -  KITMAX,"185,00",NULL
2981,KIT NXR 150 BROS C/ RETENTOR - KIT MAX,"240,00",NULL
2982,KIT NXR 150 50/17 COM RETENTOR - KITMAX,"190,00",NULL
2983,KIT NXR 160 BROS (15-18)  XRE 190  (16/17),"230,00",NULL
2984,KIT CB 300 R - RIFFEL,"250,00",7899128875675
2985,KIT YBR 125 - RIFFEL,"135,00",NULL
2986,KIT YBR 125 - RIFFEL,"135,00",NULL
2987,KIT CB 300 DIA FRAG,"175,00",NULL
2988,KIT TRANSMISSAO CB 300 - DIAFRAG,"125,00",NULL
2989,KIT TRANSMISSAO CB 300 - DIAFRAG,"70,00",7890429143579
2990,COROA BROS 125/150 - RIFFEL,"40,00",NULL
2991,COROA TITAN 2000 - DIAFRAG,"60,00",NULL
2992,KIT XR 250 TORNADO - DIAFRAG,"115,00",NULL
2993,KIT TITAN 2000 - RIFFEL,"55,00",NULL
2994,GUIDAO  ORIG. COMP. TITAN / FAN 125 00 A 03,"15,00",NULL
2995,GUIDAO  ORIG. COMP. TITAN 150 ES/KS/ESD 2005 - 13,"55,00",NULL
2996,PROTETOR DO ESCAPAMENTO BIZ 125,"50,00",NULL
2997,ESCAPAMENTO MOD. ORIG COMP. TITAN 96-99,"175,00",NULL
2998,ESCAPAMENTOTIAN 160 FAN160 START 160 MOD,"295,00",NULL
2999,ESCAPAMENTO  NXR 125 - 150 BROS ATE 08,"175,00",NULL
3000,ESCAPAMENTO  PRETO FAN 150 ESDI 2009-2013,"230,00",NULL
3001,ESCAPAMENTO POP110F1 ESPORTIVO CROM - FORTUNA,"285,00",NULL
3002,ESCAPAMENTO POP 110 MINI - FORTUNA,"285,00",NULL
3003,ESCAPE BROS V3,"290,00",NULL
3004,ESCAPAMENTO BROS 13 ESD,"340,00",NULL
3005,ESCAPAMENTO NXR 160 160 BROS FORTUNA,"295,00",NULL
3006,ESCAPAMENTO NXR 160 160 BROS FORTUNA,"295,00",NULL
3007,ESCAPAMENTO CG TITAN 2000,"185,00",NULL
3008,ESCAPAMENTO ESTRALADOR LATIM CROM BIZ125 11 - 17,"240,00",NULL
3009,ESCAPAMENTO CG TITAN 150 KS ES 14 EX 14 OVAL,"290,00",NULL
3010,ESCAPAMENTO CG TITAN 150 KS MOD ESPOR PRETO,"280,00",NULL
3011,ESCAPAMENTO CG TITAN 150 KS MOD ESPOR PRETO,"280,00",NULL
3012,GARFO TAM 20 GENOVA VERDE,"35,00",NULL
3013,,"35,00",NULL
3014,PARALAMA DIANT. COMP. TITAN ESD EX 2014,"75,00",NULL
3015,PARALAMA D. S/SUP TITAN 2004/FAN/06/08,"35,00",NULL
3016,PARALAMA D. S/SUP TITAN 00-01 - VERMELHO,"35,00",NULL
3017,PARAL. TRAS PRETO ADP FAN 150/125/T-150 14-16 -PARAMOTOS,"98,00",7898457497862
3018,PARALAMA POP100/110 2015/2019 BRANCO ROSS,"60,00",NULL
3019,PARALAMA DIANT(A) PARTE DA FRENTE BIZ 125,"95,00",7899101664555
3020,PARALAMA DIANT C/ TITAN 150 04/05,"58,00",NULL
3021,PARALAMA DIANT BROS 150 09/12 PRETO 09/12,"70,00",NULL
3022,PARALAMA DIANT  TITAN EX 2016 - PRO TORK,"70,00",NULL
3023,KIT 150 CC PINTADO S/ ADESIVO,"200,00",NULL
3024,TAMPA LAT CG 125 05 A 08,"50,00",NULL
3025,TAMPA LAT  YBR FACTOR 2011 PT FOSCO,"155,00",7898574852629
3026,TAMPA LATERAL TITAN 150 INTERNA,"60,00",NULL
3027,CARENAGEM FAROL NXR 150 BROSS VERMELHO 11/12,"90,00",7898947408385
3028,TAMPA LAT. ADAPTVEL A TITAN ATE 2008 VERM,"55,00",NULL
3029,CONJ. CARENAGEM CG 125 FAN 09/13,"85,00",NULL
3030,CONJ. CARENAGEM CG 125 FAN 09/13,"85,00",NULL
3031,RABETA KIT  TITAN KS/ES/KSE PINT PRETO TDS ANOS,"60,00",NULL
3032,TAMPA LATERAL TITAN PRETO,"95,00",NULL
3033,CARENAGEM LAT COR (PAR) BROS 150 09/12 PRETO,"120,00",7898457516228
3034,TAMPA INF ESQ. 150 TITAN PRETA ATE 2008,"35,00",NULL
3035,CARENAGEM LAT (PAR) + FAROL COR POP 110 16-19 -PARAMOTOS,"330,00",7898457519601
3036,PARAL. DIANT COR BROS 160 09/12 AMAR 09,"95,00",7899237161720
3037,FAROL COMPLETO  CG S/ LAMP PRETA,"155,00",NULL
3038,,"320,00",NULL
3039,X CAPAC INTERLAGOS 58 PTO/AZUL GOW,"85,00",NULL
3040,CAPACETE VERMELHO TAM(60) - GOW,"135,00",NULL
3041,CAPACETE ROSA FEM TAM(58) - GOW INTERLAGO,"135,00",NULL
3042,CAPACETE INTERLAGOS MOTO TAXI 60 AMARELO GOW,"145,00",NULL
3043,X CAPAC INTERLAGOS X1 58 PTA/PTO GOW,"85,00",NULL
3044,X CAPAC INTERLAGOS X1 60 PTA/PTO GOW,"85,00",NULL
3045,X CAPAC INTERLAGOS MOTO TAXI 58 AMAR GOW,"85,00",NULL
3046,X CAPAC INTERLAGOS 58 VERM/PTA GOW,"85,00",NULL
3047,X CAPAC INTERLAGOS 58 PTA/PTO GOW,"85,00",NULL
3048,X CAPAC INTERLAGOS 58 PTO/VERM GOW,"85,00",NULL
3049,X CAPAC INTERLAGOS X1 58 PTO/ROSA GOW,"85,00",NULL
3050,X CAPAC INTERLAGOS X1 60 PTA/PTO GOW,"85,00",NULL
3051,X CAPAC INTERLAGOS X1 58 PTO/ VERM GOW,"85,00",NULL
3052,X CAPAC INTERLAGOS X1 60 PTO/VERM GOW,"85,00",NULL
3053,X CAPAC INTERLAGOS X1 58 ROSA/PTO/GOW,"85,00",NULL
3054,X CAPAC INTERLAGOS X1 58 LARANJA/PTO/GOW,"85,00",NULL
3055,X CAPAC INTERLAGOS X1 58 VERDE/PTO/GOW,"85,00",NULL
3056,X CAPAC INTERLAGOS 58 FLORIDO GOW,"85,00",NULL
3057,CAP SAN MARINO CLASSIC PRETO FOSC 60,"210,00",7898483647378
3058,CAP SAN MARINO CLASSIC PRETO FOSC 58,"155,00",NULL
3059,CAP SAN MARINO VERMELHO 56,"155,00",NULL
3060,CAP PRETO 60 - SAN MARINO CLASSIC,"155,00",NULL
3061,CAP PRETO 58 -SAN MARINO CLASSIC,"155,00",NULL
3062,CAPACETE  PRETO BRILHANTE DRAGON VERMELHO  TAM(58),"185,00",NULL
3063,PARALAMA AZUL TAM 24,"65,00",NULL
3064,PARALAMA PTO TAM 24,"38,00",NULL
3065,PARALAMA BRANCO TAM 24,"38,00",NULL
3066,PARALAMA BRANCO TAM 26,"38,00",NULL
3067,PARALAMA ROSA TAM 26,"38,00",NULL
3068,PARALAMA VERMELHO TAM 26,"38,00",NULL
3069,PARALAMA VERDE,"38,00",NULL
3070,PARALAMA AMARELO TAM 24,"38,00",NULL
3071,PARALAMA VIOLETA,"38,00",NULL
3072,PARALAMA SUECO CROMADO 26,"65,00",6678
3073,CADEIRINHA BIKE VERM TRASEIRA,"110,00",NULL
3074,CADEIRA PTO DIANT FIT,"170,00",7898488592574
3075,CADEIRA COMP TITAN 125 FAN / PRETO,"115,00",NULL
3076,,"40,00",NULL
3077,TRANSBIKE,"290,00",NULL
3078,CARENAGEM FAROL PINT BIZ 100 98/2005 - PARAMOTOS,"75,00",7898457512732
3079,LUVA ROSA,"8,00",NULL
3080,LUVA VERDE,"15,00",NULL
3081,PEDALEIRA ROSA,"15,00",NULL
3082,LUVA GARRA PRETO E VERDE,"22,00",NULL
3083,SUPORTE GARRAFINHA VERDE - 190820196,"18,00",NULL
3084,PEDALEIRA TRASEIRA ( CROMADA E PRETO),"18,00",NULL
3085,LUVA CAVEIRA,"25,00",NULL
3086,LUVA PRETA,"8,00",NULL
3087,LUVA PRETA,"8,00",NULL
3088,GUIDAO FLY PRETO,"40,00",NULL
3089,LUVA DIPLOMATA VERMELHA,"8,00",NULL
3090,LUVA ADVENTURE  AZUL,"8,00",NULL
3091,GUIDAO POTI,"28,00",NULL
3092,RAIO COM NIPLE 132MM BIKE GALVANIZADO DDL,"42,00",NULL
3093,PEDALEIRA AZUL,"15,00",NULL
3094,ALAVANCA DE CAMBIO JKS,"20,00",NULL
3095,LUVA GARRA PRETA VERDE,"22,00",NULL
3096,LUVA PRETA C/ VERM,"10,00",NULL
3097,LUVA LILAS,"10,00",NULL
3098,LUVA  AZUL WESTER,"8,00",NULL
3099,LUVA ERGONOMICA PTO,"10,00",NULL
3100,AC-16 RODA LIVRE SIMPLES PARA BICICLETA ESF 20 DTS,"20,00",NULL
3101,RODA LIVRE 20 GOAL,"35,00",8908007109943
3102,PEDALEIRA ALUM,"15,00",NULL
3103,EIXO TRAS COMPLETO,"18,00",NULL
3104,PEDALEIRA AZUL CROM,"18,00",NULL
3105,LUVA ARCOIRIS PRETA COM ANEL AMARELO,"10,00",NULL
3106,LUVA ARCOIRIS PRETA COM ANEL PRETO,"10,00",NULL
3107,LUVA ARCOIRIS PRETA COM ANEL VERM,"10,00",NULL
3108,PNEU TRAS 140-70/17 SPORTISSIMO S/ CAMARA -MAGGION,"310,00",NULL
3109,PNEU WH21 BIZ DIANT 250/17 - RINALDI,"175,00",NULL
3110,CAMARA DE AR BROSS DIANT 90/90-19 - RINALDI,"55,00",7898493797278
3111,,"100,00",NULL
3112,,"180,00",NULL
3113,,"100,00",NULL
3114,,"135,00",NULL
3115,,"100,00",NULL
3116,,"100,00",NULL
3117,,"170,00",NULL
3118,,"185,00",NULL
3119,,"100,00",NULL
3120,,"100,00",NULL
3121,,"100,00",NULL
3122,ROLAMENTO 6301 2RS - EVOL,"20,00",4211010000003
3123,ROLAMENTO 6201 2RS - EVOL,"15,00",NULL
3124,ROLAMENTO 6302 2RS - EVOL,"15,00",NULL
3125,ROLAMENTO 6303 2RS - EVOL,"20,00",4211070000005
3126,ROLAMENTO 6004 2RS - EVOL,"20,00",4212100000002
3127,ROLAMENTO XXXXXX ERRO - CORRIGIR,"15,00",NULL
3128,KIT CILINDRO MOTOR BIZ 125 09-11 C/ JUNTA - EVOL 3510120000004,"340,00",3510120000004
3129,KIT CILINDRO MOTOR TITAN 02/BROS125 C/JUNTA - VEI,"340,00",3510160000002
3130,KIT CILINDRO MOTOR HONDA 125 02/08 - COFAP,"280,00",NULL
3131,BLOCO OTICO COMP BROS 2013 - PLASMOTO,"95,00",7898442103563
3132,BLOCO OTICO COMP BROS 2009/... - PLASMOTO,"55,00",NULL
3133,FILTRO DE AR  NXR BROS 125CC  - EVOL,"25,00",NULL
3134,FILTRO DE AR  BIZ 125 2011 - EVOL,"25,00",NULL
3135,FILTRO DE AR CG 150 2014/ TITAN FAN - EVOL,"25,00",NULL
3136,FILTRO DE AR CG 125 (00-04)/FAN 125 (05-08) -VEDAMOTORS,"30,00",7899641808341
3137,CUBO DA RODA DIANT POP 100 CC - DIAFRAG,"110,00",NULL
3138,FLANGE DA RODA TRASEIRA CG 125 TITAN 04 - COBREQ,"100,00",NULL
3139,CHAVE DE LUZ P/ NXR150 BROS KS 06 - MAGNETRON,"65,00",NULL
3140,CHAVE LUZ COMPATIVELP/ NXR150 BROS ESD 03-05 - MAG,"80,00",NULL
3141,CHAVE DE LUZ COMPATIVEL P/NXR 150 BROS ES ES,"85,00",NULL
3142,CHAVE DE LUZ COMPATIVEL PNXR BROS 2015 - MAGNETRON,"85,00",NULL
3143,CHAVE LUZ COMPATIVEL P/ CG TITAN/CARGO 95-99,"65,00",NULL
3144,CHAVE DE LUZ P/ NXR150 BROS KS 06-08 - MAGNETRON,"65,00",NULL
3145,FILTRO DE AR CG TITAN 150 KS/ES 04-08 - EVOL,"25,00",NULL
3146,CHAVE DE LUZ FACTOR 125 06-13/,"85,00",3470760000003
3147,,"85,00",3470090000001
3148,,"65,00",NULL
3149,,"85,00",7898485619656
3150,,"60,00",NULL
3151,,"85,00",3470990000002
3152,BLOCO OTICO COMP XR/XLR/NXR - PLASMOTO,"35,00",NULL
3153,,"220,00",3481000000004
3154,VALVULA DE ESCAPE TITAN 2002/2004/ - POLIMET,"290,00",7896963605054
3155,ESTATOR TITAN FAN 92-99 C/ MESA - EVOL,"145,00",NULL
3156,VALVULA ESCAPE TITAN 01 XLR 125 - MAHLE,"45,00",NULL
3157,VALVULA DE ESCAPE TITAN 150CC 2004 - MAHLE,"45,00",NULL
3158,,"85,00",3470100000007
3159,,"60,00",NULL
3160,PASTILHA  DE FREIO TITAN 150 2015 C/ CBS(D) - DIAF,"40,00",NULL
3162,RAIO TRASEIRO TODAY/TITAN 83/89 4MM CROM,"55,00",NULL
3163,RAIO DIANT ML/TITAN/125 ES/150 ESD 4MM CROM - GRAP,"70,00",7908217212052
3164,ESTRIBO CENTRAL MACICO PRETO CG 125 83-89 - POLIME,"38,00",NULL
3165,,"6,00",NULL
3166,ERRO CORRIGIR 1142 PASSA,"155,00",NULL
3167,ESTICADOR DA CORRENTE YBR - EVOL,"20,00",NULL
3168,AMORTECEDOR BROS 125/150 03-05BROS 160 XRE1 - VEIP,"390,00",NULL
3169,AMORTECEDOR TITAN 150 ES/KS/ESD/JOB 04/14 - VEIP,"90,00",NULL
3170,AMORTECEDOR BIZ100 98-09 COFAP,"125,00",7891579218414
3171,AMORTECEDOR TITAN KS/ES 00-12 FAN 00-12 C/REG VEIP,"90,00",NULL
3172,CILINDRO CG 150 FAN 04-06 - COFAP,"98,00",NULL
3173,CILINDRO CG 125 CARGO 05/16 - COFAP,"98,00",NULL
3174,AMORTECEDOR NXR BROS 125/150 TRASEIRO - COFAP,"550,00",7891579330383
3175,MANETE DO FREIO COMP. CBX 200 STRADA TITAN ES/TWIS,"18,00",NULL
3176,MANICOTO ESQUERDO  FAN 150/TITAN 150 MIX 2009 EM D,"25,00",7898435536415
3177,MANETE DO FREIO COMP. XLR/XLX/XLS - COMETA,"15,00",NULL
3178,MANICOTO ESQUERDO TITAN/KS/POP 100/110 ATE 2014 C/ ROSCA - COMETA,"25,00",7898435531090
3179,,"25,00",NULL
3180,JUNTA C/ HOND NXR 160 BROS CG 160,"25,00",NULL
3181,JUNTA C/ HOND NXR 160 BROS CG 160 -VEDAMOTORS,"10,00",7899641849740
3182,JUNTA C/ HOND -100 DREAM BIZJLL JH 70,"25,00",7899641802950
3183,JUNTA C/ HOND CG 125 FAN 09- / CBF 125 (SE,"25,00",NULL
3184,JUNTA C/ HOND CG 125 TITAN ES/KS 2000 CAB/CIL/,"25,00",NULL
3185,LANTERNA COMPL.  BIZ/POP 100 VERM - STYLU,"68,00",NULL
3187,PISCA NOVA TITAN 125/150 13/14 LENTE CRISTAL SEM L,"35,00",7899624004210
3188,CONJ. LENTES TITAN 125/150 KS LENTE LARANJA,"6,00",NULL
3189,KIT SUPERIOR JUNTA HND BIZ 125,"25,00",NULL
3190,PISCA NOVA NXR 150 BROS 13/14 LENTE CRISTAL S/ LAM,"35,00",7899624004562
3191,PISCA TITAN 125/150 LENTE LARANJA VERS COMBATE,"20,00",NULL
3192,BUCHA COROA NX 400 FALCON XRE 300 XL700V TRASALP,"40,00",NULL
3193,BUCHA COROA  CRYPTON YBRE 125 01-08 FAZER 150/CRYP,"40,00",NULL
3194,BUCHA COROA BIZ 125 - EVOL,"35,00",3330550000005
3195,PEDAL FREIO  TITAN 150 04-08 KS/ES/ESD COMPLET EVO,"20,00",NULL
3196,PEDAL FREIO BIZ 100 99-04 COMPLETO,"20,00",NULL
3197,PEDAL FREIO  TITAN 125 00-08 KS/ES COMPLETOP - EVOL,"65,00",4022320000009
3198,PEDAL FREIO BIZ 125 06-10 - EVOL,"60,00",NULL
3199,PEDAL DE PARTIDA BIZ 100 DREAM/POP 100 EVOL,"48,00",4020970000004
3200,PEDAL DE FREIO CROMADO POP 100 07-16 - POLIMET,"65,00",NULL
3201,,"35,00",NULL
3202,PEDAL DE PARTIDA  TITAN 150 09 -13,"55,00",4020620000002
3203,PRISIONEIRO COROA,"3,00",NULL
3204,ROLAMENTO  6203 2RS - GBRGTOP,"20,00",7899153222949
3205,ESTICADOR DE CORRENTI DREAM - EVOL,"14,00",3710120000008
3206,MOLA PEDAL FREIO CG/ML/TUR - EVOL,"5,00",NULL
3207,PASTILHA DIANT TITAN 150 14 CBS - EVOL,"40,00",NULL
3208,PASTILHA DIANT TITAN 150 09-14/ FAN 150/160 ESG -EVOL,"48,00",4000560000003
3209,MOLA CAVALETE LATERAL CG DREAM - EVOL,"8,00",NULL
3210,PATINS DE FREIO  C100 DREAM - COBREQ,"6,00",NULL
3211,,"240,00",348121II
3212,,"280,00",3481040000002
3213,CARBURADOR TITAN 150 04-08  SCT,"165,00",7908193632943
3214,,"310,00",NULL
3215,,"390,00",NULL
3216,,"280,00",NULL
3217,TRAVA DO PINHAO CG/XLS125 TITAN 125/150 YBR,"10,00",7894152470056
3218,,"35,00",NULL
3219,BUZINA CG 12V - EVOL,"35,00",3301020000009
3220,,"20,00",NULL
3221,,"20,00",NULL
3222,,"20,00",NULL
3223,EIXO SECUNDARIO CG 150 TITAN KS 04-08 - LUGK,"75,00",NULL
3224,EIXO SECUNDARIO CG 150 TITAN ES 04-08 - LUGK,"75,00",NULL
3225,EIXO SECUNDARIO CG 125 - LUGK,"75,00",NULL
3226,EIXO TRQANSMISSAO PINHAO NXR 150KS 06/08 -AUDAX,"60,00",NULL
3227,EIXO TRANSMISSAO PINHAO NXR ES/ESD 06-08 - AUDAX,"75,00",NULL
3228,,"23,00",NULL
3229,,"20,00",NULL
3230,CABO ACELERADOR TITAN 160 EX/FAN 160 ESD 16  VEIP,"38,00",NULL
3231,,"24,00",NULL
3232,,"20,00",NULL
3233,CABO DE EMBREAGEM BROS 125 ES/KS 13-/BROS 150 ES/E,"18,00",NULL
3234,,"20,00",NULL
3235,,"25,00",NULL
3236,,"30,00",NULL
3237,,"20,00",NULL
3238,,"18,00",NULL
3239,,"30,00",NULL
3240,,"20,00",NULL
3241,,"20,00",NULL
3242,,"20,00",NULL
3243,,"20,00",NULL
3244,CABO DE EMBREAGEM TITAN 160EX/FAN 160 ESD 16 - VEI,"18,00",NULL
3245,,"18,00",NULL
3246,CABO VELOCIMETRO TITAN KS/KSE/BROS 125/150 -VEI,"25,00",NULL
3247,,"20,00",NULL
3248,CABO ACELERADOR POP 100 - MAX CABOS,"25,00",7908193646285
3249,,"20,00",NULL
3250,TAMPA LATERAL 125CC PRETO ADAP. FAN 05-8,"75,00",7899988700148
3251,PARAL. DIANT COMP. TITAN 150 14/15 FAN 150 14/15,"85,00",NULL
3252,CARENAGEM LAT. FAROL. COMP. FAN 125 2014 E FAN150,"80,00",NULL
3253,BLOCO OTICO COMP. BIZ 125 2018 - PLASMOTO,"80,00",7898442105499
3254,BLOCO OTICO COMP. TITAN 150/FAN 125 2014 - PLASMOT,"40,00",NULL
3255,BLOCO OTICO OTICO COMP. C-100 BIZ,"40,00",NULL
3256,BLOCO OTICO OTICO COMP. TITAN 2000,"40,00",NULL
3257,BLOCO OTICO OTICO COMP. TITAN 150,"40,00",NULL
3258,PARALAMA DIANT. BROSS 150 11/12 E NXR 125 13,"80,00",NULL
3259,CAP SAN MARINO VERMELHO TAM 58,"165,00",NULL
3260,CAP SAN MARINO FEMME PRETO 56  - SANMARINO,"165,00",NULL
3261,CAP SAN MARINO FEMME ROSA 56,"165,00",NULL
3262,CAP SAN MARINO FEMME PRETO 58,"165,00",NULL
3263,CAP SAN MARINO PRETO TAM 56,"155,00",NULL
3264,CAP SAN MARINO FEMME ROSA 58,"165,00",NULL
3265,CAP SAN MARINO CLASSIC PRETO FOSCO 58,"165,00",NULL
3266,CAP SAN MARINO CLASSIC PRETO FOSCO 56,"165,00",NULL
3267,CAPACETE LIBERTY COMPACT TAM. 58 - PRO TORK,"145,00",NULL
3268,CAPACETE LIBERTY COMPACT TAM. 58 VERMELHO - LIBERT,"145,00",NULL
3269,CAPACETE LIBERTY COMPACT TAM 58 - PRO TORK,"140,00",NULL
3270,ESCAPAMENTO MOD. PORIG. CROM S/ SUP PROTETOR TERM,"195,00",NULL
3271,CAPA BANCO CARAMELO BIZ 125,"38,00",NULL
3272,RETENTOR  EMBREAGEM CG/XL/XLR125/NX/XR200 - GRAPEX,"5,00",NULL
3273,ENGRENAGEM DESMULIPLICADOR TITAN 150 ESD - EVOL,"35,00",NULL
3274,EIXO DO PINHAO TITAN 150 ES/ESD - GRAPEX,"35,00",NULL
3275,EIXO DO PINHAO YBR / XTZ 00-05 - AUDAX,"65,00",NULL
3276,ENGRE + PINHAO XLR/NXR -EVOL,"30,00",NULL
3277,ENGRENAGEM VEL TITAN 150 KS/BIZ 125 TAMBOR - EVOL,"40,00",368050
3278,ENGRE DESMULTIPLICA COMP. P/ NXR 150,"30,00",NULL
3279,RETENTOR EIXO PEDAL PARTIDA CG 125/TURUNA,"10,00",NULL
3280,RETENTOR SELETOR DE MARCHAS/PEDAL CG125 - CORTECO,"5,00",NULL
3281,,"10,00",NULL
3282,,"19,00",NULL
3283,VALVULA DE ESCAPE FAN 2009 125CC,"45,00",NULL
3284,VALVULA DE ESCAPE TITAN/01/XLR125 - EVOL,"45,00",NULL
3285,TENSOR CORRENTE C MOD TITAN 160 - GEAP,"25,00",NULL
3286,TENSOR CORRENTE COMANDO TITAN 150/BROS 06 - EVOL,"35,00",NULL
3287,TENSOR CORRENTE COMANDO BIZ 125 05 - EVOL,"35,00",NULL
3288,,"25,00",NULL
3289,VALVULA DE ESCAPE,"32,00",NULL
3290,VALVULA DE ESCAPE,"32,00",NULL
3291,VALVULA DE ESCAPE TITAN02-04FAN08 - EVOL,"32,00",NULL
3292,VALVULA DE ESCAPE TITAN01XLR125 - EVOL,"32,00",NULL
3293,RODA FAN 09 TRAS,"385,00",NULL
3294,RODA TITAN 150,"370,00",NULL
3295,RODA TITAN DIANT,"365,00",NULL
3296,RODA  POP TRAS,"350,00",NULL
3297,RODA FAN 09 TRAS,"385,00",NULL
3298,KIT DE TRANS TITAN 125 - 00- 2008 - GRAPKS,"100,00",NULL
3299,KIT DE TRANS TITAN 125 (95-99)/ TODAY 125 - EVOL,"120,00",NULL
3300,KIT DE TRANS NXR150 - GRAPKS,"170,00",7908217203203
3301,SUPORTE  DO PARALAMA DIANTEIRO FERRO TITAN 150 04/,"850,00",NULL
3302,PNEU D 110/70-17 SPORTISSIMO CB300 S/CAM,"0,00",NULL
3303,PNEU T 140/70-17 SPORTISSIMO CB300 S/C,"0,00",NULL
3304,DESC 26 AL CENTRAL C/REG VERM/POL,"0,00",NULL
3305,BIC 29 AL ANGEL F.D 21V PTO/AZUL/RS 17.5,"0,00",NULL
3306,BENGALA NXR 125/150 BROS 2006 A 2009-SCT,"140,00",NULL
3307,"PNEU 26X1.1/2X2PRETO, FUSUON","60,00",8964001313007
3308,PNEU 24 X 1.95 EXCESS EX PTO,"70,00",NULL
3309,PNEU 26 X 1.1/2 X 2 CONVENCIONAL VEREDA,"70,00",NULL
3310,PNEU 26 X 1.75 EXCESS EX PTO,"0,00",NULL
3311,BANCO MD MOBILETE PTO (CALOI) C/SUP,"180,00",NULL
3312,KIT VALV P/PNEU TUBELESS 42MM,"94,00",NULL
3313,PNEU 26 X 1.1/2 X 2 CONVENCIONAL PTO,"0,00",7908342708895
3314,JG CENTRO 122MM SELADO AL KL-09A,"0,00",NULL
3315,PAINEL TITAN 150 11-13 KSES AZUL SODOMETRO -EVOL,"248,00",444034II
3316,APARA BARRO HONDA CRELEVO - GVS SPORT,"20,00",NULL
3317,PAINEL TITAN 150 KSESJOG 04-08 - EVOL,"0,00",NULL
3318,PAINEL TITAN 00-04 KSES COMPLETO - IMPORTADO,"0,00",NULL
3319,CONJUNTO CHUVA FLEX GG - DELTA,"150,00",NULL
3320,CONJUNTO CHUVA FLEX GRANDE - DELTA,"150,00",7898027970450
3321,PAINEL TITAN 150 09-10 KS/ES COMPLETO -EVOL,"248,00",4440250000003
3322,CONJUNTO CHUVA FLEX MEDIO - DELTA,"155,00",7898027970443
3323,ADESIVO BIZ 125 15 ES VERM 1193 - JOTAESSE,"35,00",NULL
3324,CAPA BANCO BIZ 100 TODAS - CAPIXABA,"0,00",NULL
3325,KIT CARENAGEM BIZ 125 KSES 13-15 VERM - TORK,"0,00",NULL
3326,CAPA P/ BANCO  BIZ 125/2011 - CAPIXABA,"18,00",NULL
3327,CAPA BANCO BIZ 125 11- - CAPIXABA,"0,00",NULL
3328,SUPORTE PLACA,"25,00",NULL
3329,SINALEIRA BIZ 125 11-17 DT DIR CRISTAL - PLASMOTO,"130,00",7898442105000
3330,X CAPA GUIDAO BIZ 100 04/05 VERM,"0,00",NULL
3331,X CAPA GUIDAO TRAS BIZ 100 KS PTO,"0,00",NULL
3332,CAREN ASS FAN 125 11/13 VERM MACEIO,"0,00",NULL
3333,X PRESILHA RAB C/P M4 TITAN/STRAD (PT10),"0,00",NULL
3334,X TPA LAT FAN 125 09/13 PTO INJ,"0,00",NULL
3335,CAREN ASS FAN 125 11/13 VERM,"0,00",NULL
3336,XF GRAXA BRANCA MULTIUSO 80GR CALCI PT10,"13,00",NULL
3337,X PRESILHA RAB TITAN 150 09 (PT20),"0,00",NULL
3338,X CABO FREIO TITAN 150 04/08,"25,00",7908193647633
3339,X CABO FREIO TITAN 00/01 KS,"25,00",7908193647596
3340,X RAIO CROM TRAS BIZ/POP 4MM,"70,00",7908193655874
3341,CABO ACEL POP 110 16 B,"0,00",NULL
3342,X CABO ACEL TITAN/FAN 160 16 A,"0,00",NULL
3343,X PRESILHA AJUSTE (PO) TITAN/FAN PT100,"0,00",NULL
3344,MANETE E NXR125/150/FALCON/TORN,"0,00",NULL
3345,PEDALEIRA TRAS TITAN ES L/D,"0,00",NULL
3346,PEDALEIRA TRAS TITAN ES L/E,"0,00",NULL
3347,CORRENTE TRAN 428H-106L BIZ/110/125 POP,"85,00",2704840000135
