ID,DESCRICAO,PRECOVENDA,CODBARRAS
1039,CUBO DIANT 36 FUROS,"80,00",NULL
1040,CUBO TRAZ 16 FUROS,"28,00",NULL
1041,,"28,00",NULL
1043,CAMARA 24 PE-24,"14,00",NULL
1044,CAMARA 26 - PIRELLI,"14,02",NULL
1045,CESTA 20 PRETA C/ SUPORT C/ HASTE,"40,00",NULL
1046,CESTA TAMANHO MEDIO PRETA MAX,"30,00",NULL
1047,CESTA TAMANHO MEDIO AZUL,"45,00",NULL
1048,CESTA TAMANHO MEDIO VIOLETA,"20,00",NULL
1049,CESTA MAX VERM,"23,00",NULL
1050,CESTA TAMANHO MEDIO VERDE MAX,"45,00",NULL
1051,CESTA TAMANHO MEDIO BRANCO MAX,"20,00",NULL
1052,CESTA TAMANHO GRANDE ROSA,"45,00",NULL
1053,CUBO AL DIANT TRAS 36F PAR,"75,00",NULL
1054,CUBO AL DIANT TRAS 36F PAR,"48,00",NULL
1055,CUBO AL DIANT TRAS 36F VERM 2 PAR,"60,00",NULL
1056,CUBO CARAMBOLA 36 FUROS VERMELHO PAR,"90,00",NULL
1057,CUBO 72 RAIOS PROJEMA PRETO PAR,"85,00",NULL
1058,CUBO CONTRAPEDAL 36 FUROS COM ROLETE -VELOSTEEL,"98,00",NULL
1059,CANOTE DE SELIM  PRETO ALUM COM CARRINHO - GTA,"70,00",NULL
1060,CUBO DIANT ALUM C/ ROLAM PROJEMA,"90,00",NULL
1061,CUBO VERM 72 RAIOS XTR PAR,"58,00",NULL
1062,CUBO AZUL 72 RAIOS XTR PAR,"58,00",NULL
1063,CUBO AL DIANT/TRAS 36F ALUM ACO CAREBONO,"75,00",NULL
1064,CUBO PAR 36 FUROS COM BLOCAGEM PRETO - SHUNFENG,"75,00",NULL
1065,CUBO PAR 72 FUROS ALUM - PROJEMA,"75,00",NULL
1066,CUBO 36FUROS TRAS SUECO,"15,00",NULL
1067,EIXO P/ CUBO CONTRAPEDAL,"120,00",1716750000137
1068,EIXO TRAZ COMPLETO C/ BACIA,"35,00",NULL
1069,EIXO TRAZ SUECO,"18,00",NULL
1070,EIXO DIANT COMPLETO C/ BACIA,"8,00",NULL
1071,EIXO QUADRO ELASTICO PARA 125 KS,"18,00",NULL
1072,EIXO DIANT COMPLETO C/ ROLAMENTO,"18,00",NULL
1073,EIXO CONTRA PORCA,"5,00",NULL
1074,"EIXO TRAS C/ BAT C/ P CONTRA P, ESP S/ ROL","18,00",NULL
1075,MOVIMENTO CENTRAL 45 MM ZINCADO 10 PCS NECO,"15,00",NULL
1076,FREIO COMPLETO PRO-X PAR 1138230000138,"50,00",NULL
1077,"CONJ MOVIMENTO CENTRAL 34,7MM PONTA QUADRADA COM R","40,00",NULL
1078,,"14,00",NULL
1079,,"48,00",6970539160053
1080,,"40,00",NULL
1081,,"55,00",NULL
1082,,"15,00",NULL
1083,"MOVIMENTO DE CENTRO 34,7MM C/COLAR","12,00",NULL
1084,ESCAPAMENTO ORIGINAL FAN 125 09 / PR,"110,00",NULL
1085,ESCAPAMENTO 788 COMPATIVEL  C/ TITAN 150 ES PTO,"180,00",NULL
1086,ESCAPAMENTO BIZ 100,"180,00",NULL
1087,ESCAPAMENTO MOD V3 COMP C/ NXR 150 2009,"190,00",NULL
1088,ESCAPAMENTO TITAN 2000 ES,"110,00",NULL
1089,ESCAPAMENTO ORIG  TITAN KS / CONGO,"115,00",NULL
1090,ESCAPAMENTO FAN 125 2009/2014 MOD ESPORTIVO PRETO,"200,00",NULL
1091,ESCAPAMENTO ORIGINAL FAN 06 C/ SUPORT CR,"115,00",NULL
1092,ESCAPAMENTO ORIGINAL COMP TITAN KS 150 S/ PROT,"120,00",NULL
1093,ESCAPAMENTO 788 COMP C/ POP 100  PTO,"180,00",NULL
1094,ESCAPAMENTO MOD V3 COMP C/ TITAN 150 2009 ESD-EX/F,"190,00",NULL
1095,ESCAPAMENTO ORIG BIZ 100CR,"100,00",NULL
1096,ESCAPAMENTO 788 COMPATIVEL  C/ TITAN 150 ESD 2009,"180,00",NULL
1097,ESCAPAMENTO MOD ORIG COMP C/ XLR 125,"110,00",NULL
1098,ESCAPAMENTO ORIG  POP 100 CR,"115,00",NULL
1099,ESTRIBO CONV MACICO SUP DA PEDALEIRA BIZ - VALCLA,"85,00",NULL
1100,ESTRIBO CONV MACICO TITAN 2000 - VALCLA,"38,00",NULL
1101,ESTRIBO CENTRAL TITAN/FAN 09/12,"75,00",NULL
1102,ESTRIBO MAC TITAN 150 C/ PROT 09/ PR,"120,00",7896963610942
1103,,"65,00",NULL
1104,PEDAL DE  PART TITAN/CG 83/99,"35,00",NULL
1105,PEDAL DE  PART TITAN 2000,"35,00",NULL
1106,PEDAL DE  PART TITAN CG 150/ BROS 150,"35,00",NULL
1107,PEDAL DE  PART TITAN BIZ,"38,00",NULL
1108,RAIO DIANT TITAN 2000 ES/150,"55,00",NULL
1109,RAIO CG 125/150 KS CROMADO DIANT,"55,00",NULL
1110,,"55,00",NULL
1111,CAPACETE INTERLAGOS MOTO TAXI 58 AMARELO PRO TORK,"145,00",NULL
1112,ARO26X1.9 AL 36F AERO PTO ESC,"35,00",NULL
1113,,"15,00",NULL
1114,,"15,00",NULL
1115,VELA BOSCH TITAM 150,"30,00",NULL
1116,OLEO IPIRANGA MOTO PERFORMANCE 10W30  1 LT,"25,00",NULL
1117,ARO 26X1.9 AL 36 AERO PTO ESC 260,"58,00",NULL
1118,BAGAGEIRO ARTICULADO TUBAO RABETAO BCO,"30,00",NULL
1119,BAGAGEIRO ARTICULADO TUBAO RABETAO CROM,"30,00",NULL
1120,BAGAGEIRO ARTICULADO TUBAO RABETAO PTO,"80,00",7898960687057
1121,BERMUDA GTMAX FREERIDE (G),"145,00",NULL
1122,BERMUDA GTMAX FREERIDE (M),"145,00",NULL
1123,CADEIRINHA CARONA BIKE TUB AMAR,"45,00",NULL
1124,CADEIRINHA CARONA BIKE TUB VERM,"45,00",NULL
1125,CADEIRINHA  KID BIKE TRAS AZUL,"88,00",NULL
1126,CARAM 700ML SPLASH AZUL,"38,00",NULL
1127,CARAM 700ML SPLASH VERM,"38,00",NULL
1128,EMENDA CORR KMC 555 11 VEL DOUR PT 6,"122,00",NULL
1129,FITA PARA ARO 26 (RL P-50 RODA ) PROT RAIO,"10,00",NULL
1130,FITA PARA GUIDAO ROAD VERMELHO GTMAX,"95,00",NULL
1131,FITA PARA GUIDAO ROAD VERDE FLOUR - KODE-OI,"95,00",NULL
1132,FITA PARA GUIDAO ROAD VERMELHA KODE-OI,"95,00",NULL
1133,GANCHEIRA NOVA C-PARA PARAF NATURAL MONACO,"20,00",NULL
1134,XF ESTOJO REMENDO (CX ),"43,59",NULL
1135,OLEO 20W50 1000 M L EXTRON,"15,00",NULL
1136,BATERIA MOTO 12V - 4AH - HELIAR,"230,00",7891676040017
1137,CARENAGEM FAROL ADAPTAVEL BROS 150 09/12 AMARELA -,"58,00",NULL
1138,PEDAL FREIO BIZ 100,"28,00",NULL
1139,PEDAL FREIO COMP TODAY/TITAN,"28,00",NULL
1140,EIXO DA RODA TRASEIRA BIZ 100 - REGGIO,"20,00",NULL
1141,PINO CAVALETE CENTRAL COMP TITAN ES/KS 125,"15,00",NULL
1142,BATERIA MOTO 12V 5HA - GRAPEX,"155,00",NULL
1143,SOQUETE FAROL TODAY TITAN BIODO -STLU,"15,00",7898442100043
1144,SOQUETE FAROL BIZ 100 -STLU,"10,00",NULL
1145,SOQUETE FAROL BIZ 125 -STLU,"10,50",NULL
1146,PNEU  20/1.75 TOMAHAWK PTO - LEVORIN,"60,00",NULL
1147,PNEU  20/1.95 ATACAMA  PTO - LEVORIN,"65,00",NULL
1148,PNEU  20/2.1.3/4 VEREDA CARGA- LEVORIN,"90,00",NULL
1149,PNEU 24 / 1.75 NEPAL PTO - LEVORIN,"65,00",NULL
1150,PNEU 24 / 1.95 PRAIEIRO  PTO - LEVORIN,"70,00",NULL
1151,RODA LAT 14/20 PTO C/REGULAGEM JKS. - RODINHA,"45,00",7896482603432
1152,"RAIO TRASEIRO TITAM 3,5MM CROM  - GRAPEX","55,00",NULL
1153,RETROVISOR BIZ 125 /BROS / POP100 - PAR- PROTORK,"18,00",NULL
1154,ESPELHO MINI TITAN GVS,"18,00",NULL
1155,CATRACA SHIMANO,"48,00",NULL
1157,,"13,00",NULL
1158,RELE PISCA CG -MODELO ANTIGO- MAGNETRON,"10,00",NULL
1159,RELE PISCA P/CG 125 XLR /XR 200-2 PINOS MAGNETRON,"18,00",NULL
1160,BICICLETA ARO 16 MTB MASC CAIRU 10 VERD,"295,00",NULL
1161,BICICLETA ARO 16 MTB MASC RACER KIDS VERMELHA,"295,00",NULL
1162,BICICLETA ARO 16 MTB MASC RACER KIDS AZUL,"295,00",NULL
1163,PISCA COMPATIVEL TITAN 2000 / 150 DIANT ESQ /TRAS,"13,00",NULL
1164,,"95,00",NULL
1165,,"185,00",NULL
1169,BLOCO OTICO BLOS 150 2012 /2014 COMP - PLASMOTO,"65,00",NULL
1170,BLOCO OTICO COMP MOD POP 100 PLASMOTO.,"65,00",NULL
1171,CUBO DIANT TITAN KS 00/ COBREQ,"100,00",NULL
1172,CAMARA DE AR KENDA 26,"25,00",NULL
1173,BLOCO OTICO COMP MOD BROS 150  2012 /2014 - PLASMO,"70,00",NULL
1174,,"90,00",NULL
1175,"KIT TENSOR / GUIA CORR, COM TITAN 150 /BROS 150 /F","24,00",NULL
1176,"KIT TENSOR / GUIA CORR, COM TITAN 150 04 .../BROS","23,00",NULL
1177,EMBREAGEM COMP. TODAY / TITAN / KS /ES/FAN .,"35,00",NULL
1178,CUBO CENTRAL EMBREAGEM CG 125 /XL /NX,"50,00",GRA9475
1179,,"68,00",NULL
1180,,"55,00",NULL
1181,,"25,00",NULL
1182,,"15,00",NULL
1183,,"12,00",NULL
1184,SUPORTE DE ESCAPAMENTO CG PRETO MOFARDINI,"20,00",NULL
1185,DISCO EMBRAGEAGEM POP 100-4 PCS- PMKE,"28,00",NULL
1186,DISCO EMBRAGEAGEM CG /C100 /XLR 125 /XR 200  PMKE,"28,00",NULL
1187,BAGAGEIRO ARTICULADO PTO,"30,00",NULL
1188,BAGAGEIRO ARTICULADO RABETA AZUL,"32,00",NULL
1189,CAPACETE SAN MARINO AMARELO MOTO TAXI 58 - TAURUS,"200,00",NULL
1190,CAPACETE SAN MARINO AMARELO MOTO TAXI 60 - TAURUS,"200,00",NULL
1191,LANTERNA TRAZ BIZ 125 11-12 COMPLETA - PLASMOTO,"85,00",NULL
1193,CASSETE 9 V 11X34 ALIVIO SHIMANO,"130,00",NULL
1195,RODA LIVRE 22 DENTE DOURADA SHUNFENG,"17,00",NULL
1196,RODA LIVRE 24 DENTE DOURADA SHUNFENG,"18,00",NULL
1197,MONICOTO DA BIZ,"25,00",NULL
1198,CARBURADOR COMPLETO COMPATIVEL TITAN CG 83/TITAN 9,"110,00",NULL
1199,CARBURADOR POP 100 12-15 -EVOL,"240,00",3485140000009
1200,ESPELHO ASA CROMADO PAR -GVS SPORT,"60,00",NULL
1201,CORRENTE TRANS 428H116 TODAY TITAN -EVOL,"30,00",NULL
1202,ENGRENAGEM DO VELOCIMETRO NXR BROS 125 /150 XLR FR,"25,00",NULL
1203,,"40,00",7893986181718
1205,MANETE  FREIO XLR XLX XLS FALCON NXR BROS 125/150,"10,00",NULL
1206,MANETE   DA EMBREAGEM XLX/XLX BROS,"10,00",NULL
1207,CABO EMBREAGEM TITAN 150 2014 / FAN 150 2014 PMKE,"18,00",NULL
1209,CABO DE EMBREAGEM FAN 125 2014 TRILHA,"18,00",NULL
1210,CABO DE EMBREAGEM TITAN 150 2014 /FAN 2014 PMKE,"20,00",NULL
1211,ARO DIANT TITAN ENINCO 160/18,"150,00",NULL
1212,ARO DIANT BROS ENINCO,"120,00",NULL
1213,ARO TRASEIRO BROS - TORK,"145,00",NULL
1214,CADEIRINHA  KID BIKE TRAS AZUL,"88,00",NULL
1215,ESPELHO  MINI TITAN 2000 GVS,"18,00",NULL
1217,CAPACETE SAN MARINO AMARELO MOTO TAXI 58 - TAURUS,"140,00",NULL
1218,OLEO MOBILSG 20W-50,"30,00",NULL
1219,CABO VELOCIMETRO CRYPTON 100 - SCHERER,"20,00",NULL
1220,ALCA ESPORTIVA TRAS POP 100 PRETA -MA ACESSORIOS,"48,00",NULL
1221,,"48,00",NULL
1223,KIT DE TRANSMISSAO BIZ 100 1023 -DIA,"65,00",NULL
1224,CAPACETE SM 788 VERMELHO 56 TORK,"140,00",NULL
1225,CAPACETE SM 788 VERMELHO58  TORK,"140,00",NULL
1226,CAPACETE SM 788 AZUL 60  TORK,"140,00",NULL
1227,CAPACETE SM 788 BRANCO 56  TORK,"140,00",NULL
1228,CAPACETE SM 788 VERMELHO 60  TORK,"140,00",NULL
1229,CAPACETE SM 788 AZUL 58  TORK,"140,00",NULL
1230,CAPACETE SM 788 BRANCO 58  TORK,"140,00",NULL
1231,CAPACETE SM 788 ROSA 58  TORK,"140,00",NULL
1232,CAPACETE SM 788 AZUL56  TORK,"140,00",NULL
1233,CAPACETE SM 788 BRANCO 60 TORK,"140,00",NULL
1234,CAPACETE SM 788 ROSA 56 TORK,"145,00",NULL
1235,FILTRO DE GASOLINA MEDIO-VEDAMOTOS,"35,00",NULL
1236,CAMARA DE AR XLR DIANT 275/21 - RINALDI,"55,00",7898493797292
1237,CAPA DE BANCO P/   TITAN 150 FAN 2009  - COPERTINE,"28,00",NULL
1238,CABO FREIO COMPATIVEL P/ FAN 2009 EVOL,"15,00",NULL
1239,BAGAGEIRO FAN 125 2009/2013 - PRETO- GRAPEX,"50,00",NULL
1240,"MANOPLA TITAN 00/ 150 M, ORIG - MEGA - JET","15,00",NULL
1241,LAMPADA FREIO 12 V 21WX 5W 1034 MOTO -PHILIPS,"5,00",NULL
1242,,"15,00",NULL
1243,PNEU BROS TRAS WH 21 110/90-17 - RINALDI,"290,00",NULL
1244,PNEU BROS TRAS WH 21 TRAZ 410 X 18 - RINALDI,"340,00",NULL
1245,PNEU BROS DIANT R34 90/90-19 - RINALDI,"295,00",NULL
1246,CAPA  CORRENTE TITAN 150 WESTER,"15,00",NULL
1247,CABO DE ACELERADOR CG FAN 150 ESDI 2014 E/D TITAN,"45,00",NULL
1248,CABO EMBREAGEM POP 100 / 2009 E/D SCHERER MAXI,"30,00",NULL
1249,CABO ACELERADOR B  / FAN 150 2014  TITAN - VEI,"20,00",NULL
1250,ALCA MOD ORIG COMP. C/ BIZ,"32,00",NULL
1251,,"30,00",NULL
1252,,"35,00",NULL
1253,"CABO TRAZ 19F LIMPO INOX CROS C,MART 2,1M","8,00",NULL
1254,CAMBIO DIANTEIRO 9V 34.9/31.8 FD-M300,"45,00",NULL
1255,CAMBIO TRASR S/ GANCH 9V PTO RD-M300,"85,00",NULL
1256,"CANOTE DE SELIM AL 31,6 X400MM PTO XX7 6061","95,00",NULL
1257,KIT CORRENTE XL 125 C/ ANEL 56Z X 14Z C/ CORRENTE,"125,00",NULL
1258,,"65,00",NULL
1259,KIT DE TRANSMISSAO  DREAM EVOL,"65,00",NULL
1260,TAMPA TANQUE TITAN-150 BROS,"35,00",NULL
1261,CPRRENTE C 100 DREAM CRYPTON EVOL,"29,30",NULL
1262,,"30,00",359011II
1263,,"5,00",NULL
1264,CABO DE EMBREAGEM POP 100 09/12 SCHERER MX,"30,00",NULL
1265,"RAIO DIANT BIZ 100/125 3,2 DDL","55,00",NULL
1266,CABO DE EMBREAGEM TITAN 125 2002 TODAS VEI,"15,00",NULL
1267,,"20,00",NULL
1268,"PNEU 26X1,1/2X2 PTO BT 200 MANGA TURBO KING.","45,00",NULL
1269,"PNEU 26X1,1/2X2 VEREDA, PTO","75,00",NULL
1271,BOLSA DE SELIM BLACKBURN LOCAL S PTO,"70,00",NULL
1272,PISCA DIANT/TRAS PTO C/ 2 LEDS,"35,00",NULL
1273,PISCA DIANT/TRAS BCO C/ 2 LEDS,"35,00",NULL
1274,FAROL 735 A 3 LED /PISCA ALERTA TRAS,"40,00",NULL
1275,QUADRO 29 MTB PRIME PTO/AZUL TAM 17,"450,00",NULL
1276,"ROLAMENTO  P/ CUBO ABSOLUTE MOD,6200 RS","5,00",NULL
1277,GARFO  29 AL OVER BRANCO C/ AMORTECEDOR C/TRAV,"215,00",NULL
1278,"ARO SLIDE DISC 29X36 F ALU,PTO","40,00",NULL
1279,"RAIO ZINC C/NIPLES 2,5 X275MM BICICLETA","30,00",NULL
1280,,"95,00",NULL
1281,COXIM COROA JG YBR FACTOR 125 FPP,"18,00",NULL
1282,CUBO DA RODA TRASEIRO FAN 2009 - DIA FRAG,"200,00",NULL
1283,MONICOTO EMBREAGEM TITAN 00 / 150 ES,"25,00",NULL
1284,MONICOTO FREIO TITAN 00 / 150 KS,"25,00",NULL
1285,LONA DE FREIO CG/ML TURUNA (D) 83 / (T) 83/99 DIA,"20,00",NULL
1286,"RAIO DIANT BIZ 100/125 2,9 MM CROM GRAPEX","50,00",NULL
1287,RAIO  TRASEIRO  TITAN 2000 150 FAN ES/KS VEI,"65,00",4146010000008
1288,CHAVE LUZ COMPATIVEL P/CG150 TITAN 04/08 ES FAN 09,"61,00",NULL
1289,TAMPA LATERAL FAN 125 2009 PRETA  09/13 PAR - PARA,"115,00",7899988701497
1290,,"20,00",NULL
1291,,"20,00",NULL
1292,ROLAMENTO  6202 RODA TRAZ,"25,00",4211020000000
1292,ROLAMENTO  6202 RODA TRAZ,"25,00",7899153222871
1293,SUPORTE PARALAMA DIANTEIRO YBR / FACTOR,"28,00",NULL
1294,PARALAMA DIANTEIRO YBR FACTOR 09/12 PRETO -PARAMOT,"58,00",NULL
1295,PAINEL COMPLETO TITAN 150 10/ 11 FAN,"148,00",NULL
1296,PAINEL COMPLETO FACTOR -EVOL,"170,00",NULL
1297,PINHAO 14 DENTE FAN 09 -TORK,"20,00",NULL
1298,OLEO SUPER MOTO 4T 20W-50 - MOBIL,"30,00",NULL
1299,PARALAMA DIANTEIRO YBR FACTOR 09/10 PRETO,"115,00",7898469158225
1300,ESTATOR COMPLETO C 100 BIZ ES 02/2005 GRAPEX,"130,00",GRA12813
1301,ESTATOR COMPLETO C 100 BIZ KS  97/ 2005 GRAPEX,"98,00",NULL
1303,ESTATOR COMPLETO TITAN 150 04/ 2008 GRAPEX,"130,00",NULL
1304,KIT ACERA 9V C/ DISC HIDRALICO - SHIMANO,"1,37",NULL
1305,KIT CILINDRO MOTOR TITAN 150 C/ JUNTA - EVOL,"270,00",NULL
1306,KIT CILINDRO MOTOR TITAN 92- 01 XLR C/ JUNTA - VEI,"270,00",NULL
1307,KIT CILINDRO MOTOR YBR / XTZ  C/ JUNTA - VEI,"280,00",NULL
1308,KIT CILINDRO MOTOR FAN 09 - 125  C/ JUNTA - EVOL,"270,00",NULL
1309,KIT CILINDRO MOTOR TITAN  125 92-91 C/JUNTA - EVOL,"395,00",3510170000009
1310,KIT DE TRANSMISSAO  XLR 125 - DIA,"65,00",NULL
1311,,"75,00",NULL
1312,BUZINA TITAN 125 / 150 / XLR 125 12 V PMKE,"18,00",NULL
1313,BORRACHA ESTRIBOTITAN /CG MEGA JET,"10,00",NULL
1314,BORRACHA ESTRIBO TITAN / FAN 160- TRILHA,"18,00",606529978648
1315,SUPORTE PARALAMA DIANTEIRO 150 09/13,"30,00",NULL
1316,ESTICADOR DE CORRENTI TITAN 2000,"5,00",NULL
1317,,"75,00",NULL
1318,BORRACHA VULK VIPAL,"65,00",NULL
1319,CABO DE EMBREAGEM FAN 09/13,"18,00",NULL
1320,CABO EMBREAGEM XLR 125  PMKE,"18,00",NULL
1321,ESTRIBO MAC TITAN 160 C/ PROTETOR - POLIMET,"58,00",NULL
1322,,"70,00",NULL
1323,PARALAMA DIANTEIRO FAN 07/10 SUP -VERMELHO GUARAU,"30,00",NULL
1324,PARALAMA DIANTEIRO FAN 2011/13  SUP -VERMELHO MACE,"30,00",NULL
1325,,"65,00",NULL
1326,,"110,00",NULL
1327,,"120,00",NULL
1328,,"120,00",NULL
1329,,"120,00",NULL
1330,,"130,00",NULL
1331,,"120,00",NULL
1332,CUBO DA RODA TRASEIRA DA CG 150 TITAN  C/ ROLAMENT,"110,00",NULL
1333,ESCAPE TITAN 2000 ES M ORIGINAL,"120,00",NULL
1334,,"68,00",NULL
1335,MANETE DE FREIO DISCO  NX150/200/SAHARA,"25,00",NULL
1336,SUPORTE PARALAMA DIANTEIRO FAN 150  2009/12,"20,00",NULL
1337,"JG CENTRO 34,7 MM SELADO C/ ROL 122,5 NECO,","38,00",NULL
1338,"JG CENTRO 34,7 MM SELADO C/ ROL 122,5 NECO NY","45,00",NULL
1339,CUBO AL  36F TRAS P/ FREIO DISCO,"60,00",NULL
1340,PNEU CARRETINHO LEVORIN  400X8,"90,00",NULL
1341,LAMPADA FAROL H4 12 V  35/35 W 99/150 SIVERST,"15,00",NULL
1342,FAROL COMPLETO  CG TITAN 150  KS / ES VULCAN,"68,00",NULL
1343,FAROL COMPLETO CG84/TITAN 99 VULCAM,"60,00",NULL
1344,"PNEU TRAS 90,90,18 ST 300 AVIPAL","120,00",NULL
1345,"BIC GTM 29 AL CXR 21V F.MEC PTO/VERM 17,5","1.300,00",NULL
1346,"BIC GTM 29 AL CXR 21V F.MEC BCO/VERM 15,5","1.300,00",NULL
1347,"BIC GTM 29 AL CXR 21V F.MEC PTO/VERD 17,5","1.300,00",NULL
1348,BICO FRONTAL COMPATIVEL C/ BIZ 125 PRETO 06/10 PRO,"68,00",NULL
1349,CAPA DE BANCO P/   BIZ 100,"20,00",NULL
1350,CAPA GUIDAO BIZ 125 PRETO 05/10 PROTORK,"50,00",NULL
1352,CUBO DA RODA TRASEIRA POP 100 - COBREQ,"195,00",7892679250816
1354,,"6,00",NULL
1355,PORCA ESCAPE 7 MM TITAN,"3,50",NULL
1356,PRISIONEIRO COROA YBR RX RD RDZ CRYPTON (2TRAVA/4,"18,00",NULL
1357,BIC GTM 29 CXR COR BRANCA MK,"1.700,00",NULL
1358,CAMARA 700X18//23C.PRESTA 48MM,"40,00",4717954437788
1359,CADEADO 80CM  CORRENTE  AMARELO C/ CHAVE,"17,00",NULL
1360,BUZINA PERA BORRACHA N 10 4713051924138,"25,00",NULL
1361,"BIC  29 AL CXR 21V F.MEC BCO/VERM 15,5","1.350,00",NULL
1362,"BIC  29 AL CXR 21V F.MEC PTO/VERD 17,5","1.850,00",NULL
1363,"BIC  29 AL CXR 21V F.MEC PTO/VERM 17,5","1.350,00",NULL
1364,ARO 29 AL 36 F LEVEL.DISC PTO VZAN,"80,00",NULL
1365,ARO 29 AL 36 F VNINE V B PTO VZAN,"80,00",NULL
1366,,"20,00",NULL
1367,DESC CENTRAL AL 310 MM NAT,"45,00",7899463361994
1368,"CANOTE DE SELIM  PRETO ALUM COM CARRINHO -31,8 X 3","68,00",NULL
1369,CABO FREIO TRAZ CECI,"3,00",NULL
1370,CABO FREIO DIANT,"10,00",NULL
1371,ARO 18X160 TITAN DIANT MAX,"80,00",NULL
1372,ALCA ESPORTIVA  FAN/TT 150 09/13 PTO POLIMET,"68,00",NULL
1373,ALAVANCA DE CAMBIO24 V AL C/ MACAN EF 35 PTO / POW,"75,00",NULL
1374,ALAVANCA DE CAMBIO24 V KD- 72 PTA,"60,00",NULL
1375,BICICLETA ARO 20 BIKE AZUL - CAIRU,"400,00",NULL
1376,,"100,00",NULL
1377,ARRUELA FREZADA TRAZ 3.8,"200.000,00",NULL
1378,CAMARA DE AR 29 MSE  LEVORIN,"22,00",NULL
1379,PARAFUSO 1- 4 X5-8 C.PORCA ZINC,"800.000,00",NULL
1380,PARAFUSO 3.16 X 10.32,"1,00",NULL
1381,PATINS DE FREIO ALLEN PAR,"6,00",NULL
1382,CATRACA  6 V  14X 28 DOURADA CXR,"20,00",NULL
1383,BOBINA FORCO C100 BIZ - DREAM,"65,00",3294100000009
1384,CAPACETE PRETO FEM TAM 60- SAN MARINO TAURUS,"200,00",NULL
1385,CAPACETE LILAS FEM TAM(58 ) - SAN MARINO,"210,00",NULL
1386,CAPACETE LILAS FEM TAM(56 ) - SAN MARINO,"210,00",00012278034229112022
1387,CAPACETE PRETO BRIL TAM 60- SAN MARINO TAURUS,"200,00",NULL
1388,CAPACETE PRETO BRIL TAM58- SAN MARINO TAURUS,"200,00",NULL
1389,CAPACETE VERMELHO TAM(60) - SAN MARINO,"200,00",NULL
1390,PEDAL FREIO TITAN 125 00- 2004 FAN 125 05-2 PMKE,"28,00",NULL
1391,PEDAL FREIO TITAN 125 99-00 PMKE,"28,00",NULL
1392,CHICOTE PRINC C 100 BIZ ES  02-2006 GRAPEX,"110,00",NULL
1393,CHICOTE PRINC C 100 BIZ S- PARTIDA GRAPEX,"195,00",NULL
1394,EIXO CAVALETE CENTRAL CG - TITAN 125  CARGO TODAS,"30,00",7894152070065
1395,EIXO CAVALETE CENTRAL CG - TITAN 150,"15,00",NULL
1396,CUBO ACO 36F DIANT  CROM C/ESP - MAX,"15,00",NULL
1397,RODA LIVRE 6V 14 - 28 FRICCAO DOURADA,"22,00",NULL
1398,SUPORTE FERRO  MTB CROM C- EXP MAX,"18,00",NULL
1399,JG JUNTA DESCARB TITAN 150 VEDAMOTORS.,"15,00",NULL
1400,ESPELHO DE FREIO KS .FAN 125 FABRECK,"78,00",NULL
1401,BLOCO OTICO COMP TITAN 150 MIX  2009-2010 PLASMOTO,"75,00",NULL
1402,PNEU ARO 16 LEVORIN,"58,00",NULL
1403,,"12,00",NULL
1404,,"9,00",NULL
1405,"RODA M AL 26 X 1.1/2 R 2,5Z DIANT","43,00",NULL
1406,PNEU TITAN TRAS  90.90.18 PILOT STREET MICHELIN,"148,00",NULL
1407,PNEU TITAN DIANT  2.75  PILOT STREET MICHELIN,"138,00",NULL
1408,ARO 29 AL 36F DISC EASY BCO .,"75,00",NULL
1409,ARO 29 AL 36 F DISC EXTREME PTO FOS,"80,00",NULL
1410,HASTE 26 P- PARALAMA DIANT CROMADO.,"10,00",7896482600912
1411,LUVA BRANC PRAS BRAS,"85,00",NULL
1412,PARAFUSO 3.16 DOURADO,"500.000,00",NULL
1413,LUVA ADS AZUL,"15,00",NULL
1414,CUBO DA RODA TRASEIRA DA BIZ 100 - 125 - GRAPEX,"120,00",NULL
1416,CABO EMBREAGEM 99 125  PMKE,"20,42",NULL
1417,REGULADOR CABO DE FREIO TITAN,"3,80",NULL
1418,,"100,00",NULL
1419,PARALAMA DIANTEIROTITAN 95/99 C/ SUPORTE - AZUL RO,"38,00",NULL
1420,AMORTECEDOR DE BROS 150 SIVERST,"320,00",NULL
1421,GUIDAO POP 100 C.TV V LAR NEON MT,"80,00",NULL
1422,GUIDAO POP 100 C.TV V PT,"85,00",NULL
1423,GUIDAO POP 100 MOD ORIG PTO,"60,00",NULL
1424,KIT  6 PCS  NXR 125 . 150 11 .13 VERM,"270,00",NULL
1425,RODA TRAS  16 ALUM VB,"35,00",NULL
1426,DISCO FREIO DIANT.TRAS 160MM C.REG C.CX SPEED,"85,00",NULL
1427,COLA VULK 685G -  7897046875692,"50,00",NULL
1428,TORNEIRA GASOLINA CG.TO/TI/KS/ES/FAN/XLR 125 TRILH,"35,00",NULL
1429,,"67,90",NULL
1430,CAMARA DE AR SCOOTER  DIANT -TRAZ 350-10 RINALDI,"35,00",NULL
1431,BUCHA BI PARTIDA CG 125 ESCAPAMENTO MGL,"5,00",NULL
1432,SUPORTE DE ESCAPE TITAN 2000 PRETO MOFARDIN,"20,00",NULL
1433,AMORTECEDOR HONDA XLR 125 TRASEIRO,"580,00",7891579330369
1434,CABO ACELERADOR FAN 09-13 PMKE,"18,00",NULL
